down,first_down,game_id,play_id,play_type,yards_gained,ydstogo
1,0,26,30,pass,9,10
2,1,26,31,pass,11,9
1,0,26,32,pass,0,10
2,0,26,33,run,0,10
4,1,26,34,run,14,2
3,0,26,35,pass,0,1
1,0,26,36,run,3,10
2,0,26,37,run,-4,8
1,0,26,38,pass,3,10
2,1,26,39,pass,21,7
2,1,26,40,pass,23,6
4,1,26,41,run,3,1
1,0,26,42,run,8,10
3,0,26,43,run,3,7
1,0,26,44,pass,3,10
1,0,26,45,pass,0,10
1,0,26,46,run,3,10
1,0,26,47,pass,0,10
2,0,26,48,run,7,8
2,1,26,49,pass,18,8
1,1,26,50,pass,20,10
1,0,26,51,pass,3,10
3,0,26,52,pass,3,4
2,1,26,53,run,2,1
3,0,26,54,run,6,9
2,1,26,55,run,7,3
3,1,26,56,pass,73,5
2,0,26,57,run,3,6
1,0,26,58,run,3,10
2,0,26,59,pass,0,13
3,0,26,60,pass,9,10
2,0,26,61,run,1,8
1,1,26,62,run,15,10
4,0,26,63,run,2,15
3,0,26,64,run,-2,7
1,1,26,65,run,14,10
2,0,26,66,run,2,4
1,0,26,67,run,2,10
3,0,26,68,pass,8,9
1,1,26,69,pass,22,10
2,1,26,70,pass,12,6
1,0,26,71,pass,0,10
2,0,26,72,run,3,9
4,1,26,73,run,14,3
2,0,26,74,pass,0,9
2,1,26,75,run,2,2
2,1,26,76,pass,17,9
2,0,26,77,run,0,9
1,0,26,78,run,-3,10
2,0,26,79,pass,2,9
1,0,26,80,run,4,10
1,0,26,81,pass,9,10
1,1,26,82,pass,10,10
2,0,26,83,pass,4,8
2,0,26,84,run,2,10
3,0,26,85,pass,2,7
2,0,26,86,pass,0,8
1,0,26,87,pass,3,10
2,0,26,88,pass,0,7
4,1,26,89,run,6,2
1,0,26,90,run,-3,10
3,1,26,91,run,24,1
3,1,26,92,pass,11,1
1,0,26,93,pass,2,10
1,0,26,94,run,7,10
1,0,26,95,pass,-7,10
3,0,26,96,pass,2,12
3,0,26,97,pass,3,12
3,0,26,98,pass,0,7
2,1,26,99,pass,21,3
2,1,26,100,pass,10,3
1,0,26,101,pass,2,10
1,0,26,102,pass,1,10
1,1,26,103,run,57,10
1,0,26,104,run,-3,10
2,0,26,105,pass,0,6
2,0,26,106,pass,2,7
3,1,26,107,pass,10,3
1,0,26,108,run,2,10
3,0,26,109,pass,4,9
1,0,26,110,run,8,10
1,0,26,111,pass,-5,10
3,0,26,112,pass,4,11
2,0,26,113,run,7,12
2,0,26,114,run,0,7
3,0,26,115,pass,0,20
3,0,26,116,run,-4,6
1,0,26,117,run,3,10
2,1,26,118,pass,69,9
2,0,26,119,run,2,3
4,0,26,120,run,-5,1
1,0,26,121,run,-4,10
3,0,26,122,pass,8,9
3,0,26,123,pass,-3,15
3,1,26,124,run,2,1
4,0,26,125,pass,4,10
2,1,26,126,pass,10,8
3,0,26,127,pass,4,7
1,0,26,128,run,2,10
1,0,26,129,pass,2,10
2,0,26,130,run,0,3
2,0,26,131,pass,0,2
3,1,26,132,run,3,2
4,0,26,133,pass,-10,10
1,0,27,1,run,-2,10
1,0,27,2,pass,3,10
1,0,27,3,run,2,10
1,1,27,4,run,15,10
2,0,27,5,pass,0,9
2,0,27,6,pass,3,11
2,1,27,7,run,18,8
1,0,27,8,run,0,10
1,1,27,9,pass,22,10
3,0,27,10,pass,0,10
2,0,27,11,run,2,7
1,0,27,12,pass,8,10
3,1,27,13,run,3,1
3,1,27,14,pass,4,1
1,0,27,15,pass,9,10
1,0,27,16,run,4,10
1,0,27,17,pass,0,10
4,1,27,18,pass,11,4
2,0,27,19,pass,0,8
3,1,27,20,run,3,3
2,1,27,21,run,14,8
2,0,27,22,run,2,7
1,0,27,23,pass,2,10
4,0,27,24,pass,-3,10
1,1,27,25,pass,11,10
3,1,27,26,run,7,3
1,0,27,27,run,-5,10
4,0,27,28,run,-1,2
1,0,27,29,run,8,10
1,0,27,30,run,7,10
3,1,27,31,pass,3,3
1,0,27,32,run,2,10
2,1,27,33,pass,12,7
2,0,27,34,pass,8,10
3,0,27,35,pass,3,20
3,0,27,36,run,1,2
1,1,27,37,run,42,10
3,0,27,38,run,3,8
1,0,27,39,run,3,10
1,0,27,40,run,3,10
1,0,27,41,run,-2,10
1,0,27,42,pass,0,10
1,1,27,43,pass,45,10
2,1,27,44,pass,52,12
1,1,27,45,run,15,10
1,0,27,46,run,2,10
3,1,27,47,run,13,3
4,0,27,48,run,-5,1
3,1,27,49,run,4,3
1,0,27,50,pass,5,10
3,0,27,51,pass,0,4
1,0,27,52,run,7,10
2,0,27,53,pass,0,2
2,1,27,54,pass,10,10
3,1,27,55,run,7,7
2,0,27,56,pass,0,9
1,0,27,57,pass,0,10
1,0,27,58,run,-6,10
1,0,27,59,run,2,10
1,0,27,60,pass,8,10
2,1,27,61,run,3,3
3,0,27,62,pass,0,10
3,0,27,63,run,0,1
3,0,27,64,pass,8,10
2,1,27,65,pass,12,9
3,0,27,66,pass,2,11
3,0,27,67,pass,2,5
1,0,27,68,pass,4,10
3,0,27,69,pass,4,11
2,0,27,70,pass,2,4
1,0,27,71,run,2,10
1,0,27,72,pass,2,10
1,0,27,73,run,7,10
3,0,27,74,pass,0,4
1,0,27,75,pass,0,10
1,0,27,76,pass,0,10
1,0,27,77,run,-2,10
3,1,27,78,pass,21,8
1,1,27,79,run,14,10
3,0,27,80,pass,-4,20
2,0,27,81,run,2,5
2,0,27,82,pass,3,9
2,0,27,83,run,3,9
1,0,27,84,pass,-3,10
4,1,27,85,pass,19,10
1,0,27,86,run,7,10
4,0,27,87,pass,-7,15
2,1,27,88,pass,22,8
2,1,27,89,run,7,6
2,0,27,90,pass,0,6
1,0,27,91,pass,0,10
3,1,27,92,run,15,2
2,0,27,93,run,0,9
2,0,27,94,run,1,3
3,0,27,95,run,0,2
3,0,27,96,pass,3,11
2,1,27,97,run,35,4
1,0,27,98,pass,2,10
3,1,27,99,pass,7,7
1,0,27,100,pass,4,10
1,0,27,101,pass,0,10
2,0,27,102,pass,-2,12
3,1,27,103,pass,3,3
2,0,27,104,pass,3,10
2,0,27,105,run,2,4
1,0,27,106,run,4,10
2,0,27,107,run,2,3
3,0,27,108,run,0,5
3,0,27,109,pass,2,4
2,0,27,110,run,3,4
1,0,27,111,pass,0,10
3,1,27,112,pass,19,11
1,0,27,113,pass,0,10
3,0,27,114,pass,0,2
1,0,27,115,run,7,10
2,1,27,116,run,55,2
3,0,27,117,pass,3,5
1,1,27,118,pass,18,10
2,0,27,119,pass,2,14
1,0,27,120,run,2,10
1,0,27,121,run,-7,10
2,0,27,122,pass,0,7
3,0,27,123,pass,0,6
1,0,27,124,pass,4,10
1,0,27,125,run,-6,10
2,0,27,126,pass,3,15
2,0,27,127,pass,10,12
2,0,27,128,pass,3,7
2,1,27,129,run,6,3
1,0,27,130,pass,2,10
4,1,27,131,pass,11,2
1,0,27,132,run,9,10
4,0,27,133,run,0,5
3,1,27,134,pass,3,1
3,0,27,135,pass,-5,5
1,0,27,136,pass,7,10
3,0,27,137,run,3,12
2,0,27,138,pass,0,5
3,0,27,139,run,9,11
2,0,27,140,pass,3,9
2,1,27,141,pass,18,8
1,1,27,142,pass,11,10
1,0,27,143,pass,2,10
2,1,27,144,pass,13,3
2,0,27,145,pass,0,6
2,0,27,146,pass,4,9
1,0,27,147,run,2,10
1,0,27,148,pass,0,10
1,0,27,149,pass,0,10
3,0,27,150,pass,1,10
4,0,27,151,run,0,3
1,0,27,152,pass,0,10
1,0,27,153,pass,-4,10
3,1,28,1,pass,10,8
3,0,28,2,pass,7,11
1,1,28,3,pass,10,10
1,1,28,4,pass,22,10
2,0,28,5,pass,0,3
2,1,28,6,run,15,8
1,0,28,7,run,0,10
1,0,28,8,pass,4,10
3,1,28,9,run,3,2
1,1,28,10,pass,10,10
1,0,28,11,run,0,10
4,0,28,12,run,2,5
2,0,28,13,run,3,4
3,1,28,14,pass,9,4
1,0,28,15,run,6,10
2,0,28,16,pass,0,15
2,0,28,17,pass,0,3
3,0,28,18,pass,0,3
3,1,28,19,pass,3,1
1,0,28,20,pass,0,10
1,0,28,21,run,3,10
1,0,28,22,run,3,10
1,1,28,23,pass,13,10
2,0,28,24,run,2,9
3,1,28,25,pass,18,9
2,0,28,26,run,2,7
1,0,28,27,run,8,10
2,1,28,28,pass,10,2
1,1,28,29,pass,12,10
3,1,28,30,pass,57,4
3,0,28,31,pass,-5,8
2,0,28,32,run,3,5
3,0,28,33,pass,4,11
3,0,28,34,pass,3,8
1,0,28,35,run,2,10
2,0,28,36,pass,3,6
1,0,28,37,pass,-2,10
3,0,28,38,pass,0,2
1,0,28,39,pass,4,10
4,1,28,40,pass,3,2
1,0,28,41,run,3,10
1,0,28,42,run,2,10
2,0,28,43,run,2,4
1,0,28,44,pass,4,10
1,1,28,45,pass,10,10
1,0,28,46,pass,0,10
2,0,28,47,pass,7,8
2,0,28,48,run,-1,8
2,0,28,49,run,-2,4
1,0,28,50,pass,8,10
1,1,28,51,pass,10,10
1,0,28,52,pass,9,10
2,1,28,53,run,13,3
1,1,28,54,pass,12,10
1,1,28,55,run,11,10
2,0,28,56,pass,0,8
1,0,28,57,pass,0,10
2,0,28,58,run,0,11
3,1,28,59,run,3,2
2,1,28,60,run,16,7
3,0,28,61,pass,4,10
1,0,28,62,run,2,10
2,1,28,63,run,3,1
2,0,28,64,pass,4,12
1,1,28,65,pass,12,10
1,0,28,66,run,1,10
4,1,28,67,pass,21,15
2,0,28,68,run,2,9
1,0,28,69,run,3,10
1,1,28,70,pass,20,10
2,0,28,71,run,-3,6
1,0,28,72,run,2,10
1,0,28,73,pass,3,10
2,0,28,74,run,3,12
2,0,28,75,run,-3,11
1,0,28,76,pass,0,10
4,1,28,77,pass,12,2
1,0,28,78,run,3,10
3,0,28,79,pass,4,10
3,1,28,80,pass,11,10
1,0,28,81,run,0,10
2,1,28,82,run,6,5
3,0,28,83,pass,0,10
1,0,28,84,run,0,10
2,1,28,85,run,2,2
1,0,28,86,run,3,10
3,1,28,87,pass,12,12
3,0,28,88,run,2,8
2,0,28,89,run,-3,5
1,0,28,90,run,3,10
1,0,28,91,run,5,10
4,0,28,92,pass,0,2
1,0,28,93,pass,0,10
2,1,28,94,pass,10,10
3,1,28,95,pass,17,11
4,0,28,96,pass,0,1
1,0,28,97,run,0,10
2,0,28,98,pass,-7,8
2,0,28,99,pass,9,15
1,0,28,100,pass,3,10
3,0,28,101,pass,3,7
2,0,28,102,pass,0,5
1,0,28,103,run,-4,10
1,0,28,104,pass,0,10
3,0,28,105,pass,3,5
3,1,28,106,pass,1,1
1,0,28,107,pass,0,10
1,0,28,108,run,0,10
1,0,28,109,pass,3,10
1,1,28,110,pass,10,10
3,0,28,111,run,0,1
2,0,28,112,pass,0,9
1,0,28,113,run,2,10
3,0,28,114,pass,0,6
2,0,28,115,pass,3,11
2,0,28,116,run,3,10
1,1,28,117,pass,10,10
3,0,28,118,pass,2,4
1,0,28,119,pass,0,10
2,1,28,120,run,43,2
1,0,28,121,run,3,10
3,0,28,122,pass,0,2
3,1,28,123,run,7,2
3,0,28,124,pass,0,3
1,0,28,125,pass,3,10
1,0,28,126,pass,2,10
1,0,28,127,pass,2,10
1,0,28,128,run,3,10
2,1,28,129,pass,9,8
1,0,28,130,pass,2,10
1,0,28,131,pass,8,10
2,0,28,132,pass,0,7
1,0,28,133,pass,0,10
3,0,28,134,pass,0,2
1,0,28,135,run,3,10
2,0,28,136,run,0,6
1,1,28,137,pass,20,10
1,0,28,138,pass,-6,10
2,0,28,139,run,3,8
1,0,28,140,pass,0,10
3,0,28,141,pass,10,12
1,0,28,142,run,2,10
1,0,28,143,pass,-2,10
1,0,29,1,pass,4,10
2,0,29,2,run,3,8
1,1,29,3,pass,11,10
3,1,29,4,pass,19,5
3,1,29,5,pass,19,10
3,0,29,6,pass,0,5
3,1,29,7,pass,9,2
1,0,29,8,pass,2,10
2,0,29,9,pass,0,12
3,0,29,10,pass,3,5
3,0,29,11,run,3,6
2,1,29,12,pass,20,7
4,0,29,13,pass,3,4
2,1,29,14,run,3,1
1,0,29,15,run,3,10
1,0,29,16,pass,0,10
2,1,29,17,pass,11,9
3,1,29,18,pass,11,3
2,0,29,19,run,-2,6
1,0,29,20,run,0,10
3,1,29,21,pass,3,1
4,1,29,22,run,7,1
3,0,29,23,pass,0,10
3,0,29,24,pass,0,12
3,0,29,25,run,0,2
1,0,29,26,pass,4,10
1,1,29,27,pass,20,10
2,1,29,28,pass,14,6
2,0,29,29,pass,0,9
1,0,29,30,run,6,10
1,1,29,31,run,26,10
1,0,29,32,run,3,10
1,0,29,33,run,3,10
1,0,29,34,pass,3,10
1,0,29,35,pass,3,10
1,0,29,36,pass,9,10
1,0,29,37,pass,3,10
4,0,29,38,pass,3,4
1,1,29,39,run,11,10
2,0,29,40,pass,2,4
2,0,29,41,run,2,7
1,0,29,42,run,2,10
1,1,29,43,pass,49,10
2,0,29,44,pass,0,12
2,0,29,45,pass,-7,3
1,0,29,46,pass,4,10
2,0,29,47,pass,3,7
1,0,29,48,run,0,10
3,0,29,49,run,0,11
3,0,29,50,pass,9,15
2,0,29,51,run,4,9
1,0,29,52,run,-1,10
1,0,29,53,pass,3,10
2,0,29,54,run,0,4
1,0,29,55,run,3,10
3,0,29,56,pass,2,5
1,0,29,57,pass,-6,10
3,0,29,58,pass,3,4
1,0,29,59,run,7,10
1,0,29,60,run,6,10
1,0,29,61,pass,3,10
3,1,29,62,pass,19,3
1,0,29,63,pass,0,10
1,0,29,64,run,-3,10
3,0,29,65,run,2,7
1,0,29,66,run,0,10
2,1,29,67,pass,5,4
3,1,29,68,run,8,2
1,0,29,69,run,0,10
3,0,29,70,pass,3,11
2,0,29,71,pass,2,7
1,1,29,72,pass,18,10
1,0,29,73,run,7,10
2,1,29,74,pass,10,10
1,1,29,75,run,15,10
2,0,29,76,pass,7,8
2,0,29,77,run,2,8
1,0,29,78,pass,3,10
1,0,29,79,run,2,10
1,1,29,80,pass,10,10
2,0,29,81,pass,2,7
2,0,29,82,pass,8,11
1,1,29,83,pass,10,10
3,0,29,84,pass,5,11
3,1,29,85,pass,21,2
3,0,29,86,pass,0,3
1,0,29,87,run,0,10
3,0,29,88,pass,0,20
1,1,29,89,pass,23,10
1,0,29,90,run,4,10
2,0,29,91,pass,0,8
2,0,29,92,run,2,8
1,1,29,93,run,16,10
1,0,29,94,pass,-5,10
1,0,29,95,run,-3,10
1,0,29,96,run,8,10
1,0,29,97,pass,1,10
1,0,29,98,pass,0,10
1,0,29,99,pass,0,10
2,0,29,100,pass,1,7
3,1,29,101,pass,8,4
2,0,29,102,run,7,9
2,1,29,103,run,3,3
1,0,29,104,run,3,10
3,0,29,105,pass,0,3
2,1,29,106,run,15,8
1,0,29,107,pass,-6,10
2,0,29,108,run,2,6
2,0,29,109,run,4,9
2,0,29,110,pass,0,8
1,0,29,111,run,3,10
3,1,29,112,pass,30,5
2,1,29,113,pass,4,4
2,0,29,114,run,0,6
1,0,29,115,run,2,10
3,1,29,116,run,2,2
1,0,29,117,pass,9,10
1,0,29,118,pass,2,10
1,1,29,119,pass,10,10
1,1,29,120,run,59,10
3,0,29,121,pass,2,10
2,0,29,122,run,7,15
2,0,29,123,run,0,7
4,0,29,124,run,-3,4
3,0,29,125,run,0,2
2,0,29,126,run,3,4
1,0,29,127,run,2,10
4,1,29,128,run,3,1
2,0,29,129,pass,0,9
1,1,29,130,pass,17,10
2,0,29,131,pass,3,8
2,0,29,132,run,2,6
1,0,29,133,run,2,10
2,0,29,134,pass,0,10
1,0,29,135,run,0,10
3,1,30,1,pass,11,1
2,0,30,2,run,-7,9
2,0,30,3,run,7,9
1,0,30,4,pass,2,10
1,0,30,5,pass,9,10
1,1,30,6,pass,24,10
1,0,30,7,pass,4,10
1,0,30,8,run,3,10
1,0,30,9,pass,-4,10
3,1,30,10,pass,11,2
2,0,30,11,run,0,11
3,1,30,12,pass,11,4
2,0,30,13,run,2,6
2,0,30,14,pass,3,7
2,0,30,15,run,0,6
1,0,30,16,run,2,10
2,0,30,17,run,3,5
3,1,30,18,pass,10,4
1,0,30,19,pass,8,10
2,1,30,20,run,7,7
2,0,30,21,pass,4,8
1,0,30,22,pass,0,10
2,1,30,23,pass,13,3
1,0,30,24,pass,5,10
2,1,30,25,run,74,10
1,1,30,26,pass,20,10
3,1,30,27,pass,20,10
2,1,30,28,run,7,1
1,0,30,29,run,4,10
4,0,30,30,pass,2,4
1,1,30,31,pass,11,10
3,0,30,32,pass,2,6
3,0,30,33,pass,0,11
3,1,30,34,pass,20,11
3,0,30,35,pass,0,3
1,1,30,36,pass,10,10
1,0,30,37,pass,0,10
1,0,30,38,run,7,10
1,0,30,39,pass,0,10
2,1,30,40,pass,10,5
1,0,30,41,pass,4,10
2,1,30,42,pass,20,9
2,0,30,43,run,-3,9
1,0,30,44,run,6,10
1,0,30,45,pass,-3,10
4,1,30,46,run,35,1
4,1,30,47,pass,4,1
1,0,30,48,run,7,10
1,0,30,49,pass,-6,10
3,1,30,50,run,15,10
2,0,30,51,run,2,9
3,0,30,52,run,3,5
2,0,30,53,run,-6,8
1,0,30,54,pass,3,10
4,1,30,55,run,2,1
3,0,30,56,run,2,9
3,1,30,57,pass,15,4
4,0,30,58,pass,-11,10
3,0,30,59,pass,0,4
3,0,30,60,run,3,8
1,0,30,61,pass,4,10
1,0,30,62,run,3,10
1,0,30,63,run,2,10
1,0,30,64,pass,0,10
2,0,30,65,pass,-6,7
3,0,30,66,pass,3,8
3,1,30,67,run,7,3
2,0,30,68,pass,3,10
2,0,30,69,pass,0,10
2,0,30,70,run,1,9
3,0,30,71,run,3,9
4,0,30,72,run,-6,3
2,0,30,73,pass,0,14
3,0,30,74,run,2,3
1,0,30,75,run,3,10
3,0,30,76,pass,0,1
1,0,30,77,pass,0,10
2,0,30,78,pass,0,6
3,0,30,79,pass,0,20
2,0,30,80,pass,0,6
1,1,30,81,pass,18,10
1,0,30,82,run,-2,10
1,0,30,83,pass,0,10
3,0,30,84,pass,3,5
1,0,30,85,run,3,10
1,0,30,86,pass,0,10
3,0,30,87,pass,3,5
3,0,30,88,run,3,15
2,0,30,89,pass,3,7
3,1,30,90,pass,32,6
3,1,30,91,run,3,1
2,0,30,92,run,3,9
4,0,30,93,pass,0,1
2,0,30,94,run,0,6
1,0,30,95,pass,2,10
1,0,30,96,pass,3,10
1,0,30,97,pass,9,10
3,1,30,98,pass,22,11
1,0,30,99,run,4,10
1,0,30,100,run,2,10
2,0,30,101,run,2,10
1,1,30,102,run,31,10
2,0,30,103,pass,-6,10
1,0,30,104,pass,0,10
1,0,30,105,run,3,10
1,0,30,106,run,0,10
1,1,30,107,pass,10,10
2,1,30,108,pass,10,10
2,1,30,109,pass,11,3
1,1,30,110,pass,10,10
1,0,30,111,pass,2,10
1,0,30,112,run,6,10
1,0,30,113,run,2,10
2,1,30,114,pass,21,10
2,0,30,115,run,2,10
1,0,30,116,run,6,10
1,0,30,117,run,2,10
2,0,30,118,pass,10,11
3,0,30,119,pass,0,4
3,0,30,120,pass,0,5
2,0,30,121,run,2,8
3,1,30,122,run,7,1
1,0,30,123,run,2,10
3,0,30,124,pass,-4,3
3,1,30,125,pass,11,10
3,1,30,126,run,3,1
3,0,30,127,pass,-7,6
2,1,30,128,run,12,9
1,0,30,129,run,-3,10
3,0,30,130,pass,3,11
2,1,30,131,pass,15,8
2,0,30,132,pass,0,11
2,0,30,133,pass,3,6
3,0,30,134,pass,3,7
3,0,31,1,run,1,7
2,0,31,2,run,0,8
1,0,31,3,run,2,10
1,0,31,4,pass,2,10
2,0,31,5,pass,0,10
2,0,31,6,pass,3,11
1,1,31,7,pass,49,10
3,0,31,8,pass,2,8
1,0,31,9,pass,3,10
3,0,31,10,pass,0,10
2,0,31,11,pass,7,8
1,0,31,12,run,8,10
2,0,31,13,pass,1,7
3,0,31,14,run,7,8
2,0,31,15,pass,0,9
2,0,31,16,run,3,10
3,0,31,17,run,2,7
2,0,31,18,pass,0,5
1,0,31,19,pass,0,10
1,0,31,20,pass,0,10
2,0,31,21,pass,4,8
1,0,31,22,pass,0,10
1,0,31,23,pass,3,10
1,0,31,24,run,4,10
2,0,31,25,pass,0,11
1,0,31,26,run,7,10
2,0,31,27,pass,2,9
2,0,31,28,pass,0,12
2,0,31,29,run,3,4
3,0,31,30,pass,0,3
1,0,31,31,run,5,10
1,0,31,32,pass,0,10
1,0,31,33,pass,-6,10
1,1,31,34,pass,19,10
2,1,31,35,pass,10,10
1,1,31,36,run,17,10
2,1,31,37,run,6,2
1,1,31,38,pass,11,10
2,0,31,39,pass,0,11
3,1,31,40,run,2,2
2,0,31,41,pass,4,9
1,0,31,42,pass,4,10
3,0,31,43,run,2,8
1,0,31,44,pass,4,10
2,1,31,45,pass,4,4
1,1,31,46,pass,18,10
3,0,31,47,pass,10,15
1,0,31,48,run,2,10
3,0,31,49,pass,0,6
3,0,31,50,run,1,9
1,0,31,51,run,2,10
1,0,31,52,pass,0,10
1,0,31,53,run,6,10
1,0,31,54,run,8,10
3,1,31,55,pass,4,2
2,1,31,56,pass,21,8
2,0,31,57,run,3,9
3,1,31,58,pass,9,5
2,1,31,59,pass,12,4
1,0,31,60,run,7,10
1,1,31,61,run,18,10
1,1,31,62,pass,13,10
1,0,31,63,pass,3,10
1,0,31,64,run,3,10
2,1,31,65,pass,11,4
3,1,31,66,pass,21,12
1,0,31,67,run,-3,10
1,0,31,68,pass,0,10
1,1,31,69,pass,23,10
3,0,31,70,pass,0,10
1,0,31,71,run,2,10
1,0,31,72,pass,-7,10
3,0,31,73,pass,0,6
2,1,31,74,run,8,7
1,0,31,75,run,0,10
1,0,31,76,run,3,10
3,0,31,77,pass,0,9
2,1,31,78,pass,1,1
1,0,31,79,run,2,10
2,1,31,80,pass,13,9
1,0,31,81,pass,2,10
2,0,31,82,run,3,7
3,0,31,83,run,2,7
2,1,31,84,pass,2,1
2,1,31,85,pass,19,9
2,1,31,86,run,3,3
1,0,31,87,run,2,10
1,0,31,88,pass,2,10
2,1,31,89,run,6,4
2,0,31,90,pass,0,7
1,0,31,91,run,1,10
2,0,31,92,pass,0,11
2,1,31,93,run,62,9
1,0,31,94,pass,0,10
1,0,31,95,pass,2,10
3,0,31,96,pass,8,11
1,1,31,97,pass,13,10
2,0,31,98,pass,4,12
3,0,31,99,pass,3,12
3,1,31,100,pass,41,9
3,1,31,101,pass,7,2
3,0,31,102,run,0,10
2,0,31,103,pass,0,11
1,0,31,104,pass,4,10
1,0,31,105,pass,-4,10
1,0,31,106,run,2,10
2,0,31,107,pass,0,7
2,0,31,108,run,0,6
1,0,31,109,pass,3,10
1,1,31,110,pass,11,10
1,0,31,111,run,-8,10
1,0,31,112,run,2,10
3,0,31,113,pass,0,3
1,1,31,114,pass,20,10
1,1,31,115,pass,10,10
3,0,31,116,pass,0,2
1,0,31,117,run,0,10
1,0,31,118,pass,5,10
3,0,31,119,run,2,3
1,0,31,120,pass,9,10
3,0,31,121,run,4,8
1,1,31,122,run,11,10
1,0,31,123,run,6,10
1,0,31,124,run,-5,10
2,0,31,125,run,3,6
1,0,31,126,pass,-7,10
2,0,31,127,pass,0,5
3,0,31,128,run,2,3
1,0,31,129,pass,0,10
2,0,31,130,pass,0,8
1,0,31,131,run,-5,10
2,0,31,132,pass,3,8
3,0,31,133,run,-7,10
2,1,31,134,pass,11,10
3,0,31,135,pass,0,9
1,0,31,136,run,3,10
1,0,31,137,run,2,10
2,0,31,138,run,7,10
1,0,31,139,run,6,10
3,0,31,140,pass,9,20
3,0,31,141,pass,0,12
3,1,31,142,pass,10,10
2,1,31,143,run,6,4
3,0,31,144,pass,0,5
3,0,31,145,pass,0,3
1,0,31,146,pass,0,10
2,0,31,147,pass,0,7
3,1,31,148,pass,4,1
1,0,31,149,pass,0,10
3,1,31,150,run,3,2
2,0,31,151,pass,0,4
2,0,31,152,pass,3,5
4,1,31,153,run,7,2
2,1,31,154,run,3,3
2,0,31,155,run,7,11
3,0,31,156,pass,3,4
1,1,31,157,pass,20,10
1,0,31,158,pass,-2,10
1,0,31,159,run,3,10
1,0,32,1,pass,3,10
1,0,32,2,pass,4,10
1,0,32,3,run,2,10
2,0,32,4,pass,4,8
1,0,32,5,pass,4,10
2,0,32,6,run,-4,5
2,0,32,7,pass,0,7
3,1,32,8,pass,4,4
1,1,32,9,pass,11,10
3,0,32,10,pass,0,20
2,0,32,11,run,1,9
2,0,32,12,pass,2,11
1,0,32,13,run,-2,10
1,0,32,14,pass,1,10
1,0,32,15,run,3,10
3,1,32,16,run,5,3
2,1,32,17,run,8,6
3,0,32,18,pass,0,10
2,0,32,19,pass,3,6
3,0,32,20,pass,4,20
2,0,32,21,pass,0,5
2,0,32,22,run,0,8
3,1,32,23,pass,21,5
4,1,32,24,run,14,5
2,1,32,25,pass,44,9
2,0,32,26,run,-5,7
2,1,32,27,pass,2,1
2,0,32,28,run,-5,7
3,0,32,29,pass,0,2
4,0,32,30,pass,0,4
2,1,32,31,pass,10,8
2,0,32,32,pass,-3,8
2,0,32,33,run,-3,5
1,0,32,34,run,-2,10
1,0,32,35,run,3,10
2,1,32,36,pass,21,5
3,0,32,37,run,-6,4
3,1,32,38,pass,20,3
2,1,32,39,run,30,3
2,0,32,40,run,3,7
2,0,32,41,pass,0,5
2,0,32,42,run,3,8
1,0,32,43,pass,0,10
2,1,32,44,pass,14,11
3,1,32,45,pass,9,1
4,1,32,46,run,4,1
1,1,32,47,pass,13,10
2,1,32,48,pass,11,7
2,0,32,49,run,3,6
3,1,32,50,pass,7,6
2,0,32,51,pass,0,7
1,0,32,52,pass,3,10
2,0,32,53,pass,8,10
2,1,32,54,pass,11,11
1,0,32,55,pass,3,10
2,0,32,56,run,6,15
3,0,32,57,pass,0,20
3,0,32,58,pass,0,5
3,0,32,59,run,1,2
2,1,32,60,pass,23,8
3,0,32,61,pass,3,8
1,0,32,62,run,3,10
1,0,32,63,run,3,10
1,1,32,64,pass,11,10
1,0,32,65,run,3,10
3,0,32,66,pass,0,8
2,1,32,67,run,6,5
1,0,32,68,pass,0,10
2,0,32,69,run,7,13
1,0,32,70,pass,3,10
1,0,32,71,run,2,10
2,1,32,72,run,2,2
3,0,32,73,pass,0,4
3,0,32,74,run,2,10
1,0,32,75,pass,-3,10
1,1,32,76,run,69,10
1,1,32,77,pass,11,10
2,0,32,78,run,-4,6
1,0,32,79,pass,4,10
1,0,32,80,run,1,10
1,0,32,81,pass,4,10
1,1,32,82,pass,11,10
2,0,32,83,pass,3,7
1,1,32,84,pass,20,10
3,1,32,85,pass,19,5
1,0,32,86,run,2,10
3,1,32,87,run,6,6
4,1,32,88,pass,17,10
2,0,32,89,run,0,9
1,0,32,90,run,4,10
1,0,32,91,run,3,10
2,1,32,92,pass,10,9
3,0,32,93,pass,3,8
1,0,32,94,pass,-3,10
1,0,32,95,pass,0,10
3,1,32,96,pass,8,8
4,1,32,97,pass,8,3
2,0,32,98,run,8,9
2,0,32,99,pass,1,10
1,0,32,100,run,7,10
2,0,32,101,pass,4,5
3,1,32,102,pass,4,2
1,1,32,103,pass,21,10
1,0,32,104,run,0,10
1,1,32,105,pass,49,10
2,0,32,106,pass,4,7
3,1,32,107,pass,21,4
2,0,32,108,run,2,11
1,1,32,109,pass,21,10
2,0,32,110,run,-3,7
2,0,32,111,pass,-5,7
1,0,32,112,pass,0,10
3,0,32,113,run,2,6
3,0,32,114,pass,3,9
1,0,32,115,run,-3,10
3,0,32,116,pass,0,8
2,1,32,117,pass,4,3
3,1,32,118,pass,13,1
2,0,32,119,pass,3,7
3,0,32,120,pass,4,6
1,0,32,121,pass,2,10
1,0,32,122,run,3,10
1,0,32,123,run,3,10
